asin,title,author,narrator,runtime_minutes,runtime_hours,price_usd,star_rating,review_count,value_score,cost_per_hour_usd,credit_worth_ratio,worth_using_credit,categories,cover_image_url,detail_page_url
B0H8FBN3FQ,The Nature and Nurture of Narcissism,Peter Salerno PsyD,Peter Salerno PsyD,224,3.73,18.85,4.2,3481,0.83,5.05,1.26,Yes,Non-Fiction | Science | History,https://m.media-amazon.com/images/I/41LqQxIGOXL._SL500_.jpg,https://www.amazon.com/dp/B0H8FBN3FQ
B09NLG87J7,The Princess Bride,William Goldman,Rob Reiner,152,2.53,15.58,4.5,487,0.73,6.15,1.04,Yes,Fantasy | Adventure | Fiction,https://m.media-amazon.com/images/I/41RnPe7Oi1L._SL500_.jpg,https://www.amazon.com/dp/B09NLG87J7
B002V1BPOQ,Winnie-the-Pooh,A. A. Milne,Peter Dennis,166,2.77,17.42,4.5,428,0.71,6.30,1.17,Yes,Fiction | Classic | Children,https://m.media-amazon.com/images/I/51PF3vtsvbL._SL500_.jpg,https://www.amazon.com/dp/B002V1BPOQ
B0H8W3QJ26,The Wonderful Wizard of OZ,L. Frank Baum,"Annette Bening, Phyllis Diller, John Goodman, Robert Guillaume, Mark Hamill, Michael Learned, Mako, The Firesign Theatre, Michelle Trachtenberg",237,3.95,23.53,4.1,2643,0.69,5.96,1.57,Yes,Fiction | Classic | Fantasy,https://m.media-amazon.com/images/I/5155WGxamnL._SL500_.jpg,https://www.amazon.com/dp/B0H8W3QJ26
B015D78L0U,Alice's Adventures in Wonderland,Lewis Carroll,Scarlett Johansson,164,2.73,19.67,4.5,746,0.63,7.20,1.32,Yes,Fiction | Classic | Fantasy,https://m.media-amazon.com/images/I/51ziBffUrxL._SL500_.jpg,https://www.amazon.com/dp/B015D78L0U
B002UZL7XW,The Millionaire Next Door,"Thomas J. Stanley Ph.D. Ph.D., William D. Danko",Cotter Smith,144,2.40,20.37,4.5,29,0.53,8.49,1.36,Yes,Business | Finance | Self-Help,https://m.media-amazon.com/images/I/51c4utCxejL._SL500_.jpg,https://www.amazon.com/dp/B002UZL7XW
B002V8KXHO,The Old Man and the Sea,Ernest Hemingway,Donald Sutherland,148,2.47,22.92,4.5,776,0.48,9.29,1.53,Yes,Fiction | Classic | Literary Fiction,https://m.media-amazon.com/images/I/51QeMyrFZrL._SL500_.jpg,https://www.amazon.com/dp/B002V8KXHO
2897366176,Le petit prince: Édition anniversaire [The Little Prince: Anniversary Edition],Antoine de Saint-Exupéry,"René Gagnon, Élisabeth Gauthier-Pelletier, Catherine Renaud, Tristan Harvey",118,1.97,22.47,5.0,11,0.44,11.43,1.50,Yes,Fiction | Classic | Philosophy,https://m.media-amazon.com/images/I/41e7X+Nm76L._SL500_.jpg,https://www.amazon.com/dp/2897366176
B0C9VM9X46,"2349. 104 Academic Words Reference from ""Francisco Díez-Buzo: Why should you read ""One Hundred Years of Solitude""? | TED Talk""",Gabriel Garcia Marquez,,94,1.57,15.14,4.1,3370,0.42,9.66,1.01,Yes,Fiction | Classic | Literary Fiction,https://m.media-amazon.com/images/I/41fZfd8yeoL._SL500_.jpg,https://www.amazon.com/dp/B0C9VM9X46
B0H9PHNKDL,Flowing & Fertile for Dad’s Boss,Holly Harlowe,Virtual Voice,117,1.95,24.24,3.9,2573,0.31,12.43,1.62,Yes,Self-Help | Psychology | Science,https://m.media-amazon.com/images/I/41uvqfUdT9L._SL500_.jpg,https://www.amazon.com/dp/B0H9PHNKDL
B00URXOQ1E,The Art of War,Sun Tzu,Aidan Gillen,67,1.12,21.65,4.5,1847,0.23,19.39,1.45,Yes,Non-Fiction | Philosophy | Classic,https://m.media-amazon.com/images/I/51EE3GAdmfL._SL500_.jpg,https://www.amazon.com/dp/B00URXOQ1E
B0F6BT2L77,Do Androids Dream of Electric Sheep (1968) (German Version),Philip K. Dick,,18,0.30,22.03,4.2,762,0.06,73.43,1.47,Yes,Science Fiction | Cyberpunk | Fiction,https://m.media-amazon.com/images/I/51fexTANMLL._SL500_.jpg,https://www.amazon.com/dp/B0F6BT2L77
B0C749CC2C,I Am Malala Book Introduction And Marks,Malala Yousafzai,,10,0.17,23.45,4.0,2867,0.03,140.70,1.57,Yes,Biography | Memoir | History,https://m.media-amazon.com/images/I/41vUQjm9MoL._SL500_.jpg,https://www.amazon.com/dp/B0C749CC2C
B0HB7BPWRK,Trump’s Iran Strategy Is Creating Another Forever War,Joe Haldeman,,4,0.07,19.88,4.2,2026,0.01,298.20,1.33,Yes,Science Fiction | Space Opera | Fiction,https://m.media-amazon.com/images/I/41zhxFpqkwL._SL500_.jpg,https://www.amazon.com/dp/B0HB7BPWRK
